,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Ppm1h,OK,negbinomial.size,5.12468764808669e-12,8.2295701894306e-11,Ppm1h,59,5.59594732088474,0.471798617453959,0.79297172297206,1.78283277453216,C1
Ppm1k,OK,negbinomial.size,0.00364145113969035,0.0135990537164569,Ppm1k,273,24.9684323402578,42.9938613874747,24.7305258086715,29.3262389124194,C3
Ppm1l,OK,negbinomial.size,0.000588621575486116,0.00281570819095497,Ppm1l,146,2.62536028346516,3.36175416223877,0.0396766588844977,1.10165503783813,C3
Ppp1ca,OK,negbinomial.size,0.00966838623822381,0.0308596655539139,Ppp1ca,525,414.196060763201,453.716078662002,278.972243168334,248.254410339752,C3
Ppp1cb,OK,negbinomial.size,0.00719127514312145,0.0240700942404297,Ppp1cb,529,57.1525389758218,42.4392478627916,30.1948836070227,39.8476054625884,C1
Ppp1r15a,OK,negbinomial.size,0.0148557462906627,0.0442029758354832,Ppp1r15a,370,48.8320133194355,60.979814583591,69.6418145414982,110.537938102635,C4
Ppp1r16b,OK,negbinomial.size,3.93568343883107e-19,1.14299842899662e-17,Ppp1r16b,65,0.442111032577027,3.05164351010081,1.46601014247692,26.7394595689452,C4
Ppp1r26,OK,negbinomial.size,1.53572607989641e-05,0.000105636601955655,Ppp1r26,54,2.54384753926584,4.88986254100565,0.120657059873399,3.21648886856844,C3
Ppp1r3c,OK,negbinomial.size,0.0130103795391302,0.0395720944158831,Ppp1r3c,11,0.90332370029742,2.0080162468188,5.4403698545411,0,C2
Ppp1r3g,OK,negbinomial.size,5.45968944210595e-05,0.000337472298384473,Ppp1r3g,19,0.209273126909046,3.55464077093415,0.00199118528938343,0,C3
Ppp1r9a,OK,negbinomial.size,0.0059357753057489,0.0205302171975929,Ppp1r9a,335,7.89935130605745,6.90839068476812,3.67196970863753,12.5942224517507,C4
Ppp2r1b,OK,negbinomial.size,0.00260748184365188,0.0102287401509284,Ppp2r1b,193,15.0199131644933,11.668759992166,9.11853643710849,2.31643904390048,C1
Ppp2r5a,OK,negbinomial.size,1.47605748716478e-11,2.27111572456944e-10,Ppp2r5a,258,4.56757029153163,13.8888212669311,23.8888671402697,11.2987422848082,C2
Ppp2r5d,OK,negbinomial.size,0.00169373452618623,0.00706207689151814,Ppp2r5d,398,36.4530668766119,18.4210977328412,33.9532092582708,13.0885476226095,C1
Ppp2r5e,OK,negbinomial.size,0.00269285582784559,0.0105145280652932,Ppp2r5e,205,14.1929743576818,10.3237678073128,6.08751330798097,1.96225158043955,C1
Ppp3cb,OK,negbinomial.size,0.00174580982480885,0.00724632196725273,Ppp3cb,262,11.0448373317868,5.75721868949422,15.1990558999912,3.10254587340327,C2
Ppp3cc,OK,negbinomial.size,1.25120993813769e-07,1.19838521476286e-06,Ppp3cc,73,0.154126383845479,9.26261886497881,1.32284043555861,8.58145448601116,C3
Ppp4c,OK,negbinomial.size,0.00204960906916266,0.00831151370007544,Ppp4c,380,89.9935795666643,94.0303736584801,38.5130859395907,39.4031975837879,C3
Ppp4r4,OK,negbinomial.size,1.85488439998768e-24,8.03346061853249e-23,Ppp4r4,132,5.03434851103758,21.046823016007,0.0878663319676844,0.93777284136743,C3
Pprc1,OK,negbinomial.size,0.00194532764222513,0.00793365550473744,Pprc1,186,6.98963147871892,2.68706196424229,9.03419081031768,3.30666909809827,C2
Ppt1,OK,negbinomial.size,9.68673840834866e-12,1.51582136431373e-10,Ppt1,426,37.74898811827,110.780429323051,71.9309666103286,121.200776786485,C4
Pramef8,OK,negbinomial.size,0.0108065050928686,0.0338951658155495,Pramef8,107,11.8842675494889,7.10190130574365,8.00126759044584,0.729360157103083,C1
Prc1,OK,negbinomial.size,1.6471778202516e-09,2.02365313294138e-08,Prc1,163,17.2250879308804,4.79508257879934,18.2851891795027,7.21950448619667,C2
Prdm5,OK,negbinomial.size,0.00521909564890648,0.0184685632274784,Prdm5,139,5.55742262973426,2.73559113470189,14.758399258127,5.45803886456792,C2
Prdx1,OK,negbinomial.size,7.30842444742836e-09,8.28266640240273e-08,Prdx1,554,247.056960359009,449.386349994725,191.698971591772,507.460354395195,C4
Prdx2,OK,negbinomial.size,0.0134552791791643,0.0406757358593633,Prdx2,549,282.021242999701,238.674232309971,158.19689710241,255.535757437312,C1
Prdx3,OK,negbinomial.size,7.3660082276195e-22,2.64661910144887e-20,Prdx3,442,116.749616587875,429.786511503563,110.246976119285,237.808187891922,C3
Prdx5,OK,negbinomial.size,0.000386099204132808,0.00194075578849563,Prdx5,418,18.9953720634367,48.2137515520263,40.341303700168,24.8504726790086,C3
Prdx6,OK,negbinomial.size,0.00447700874502641,0.0161627177904223,Prdx6,472,107.501258975503,72.4705307175137,61.1009799109241,72.8512815321605,C1
Prelp,OK,negbinomial.size,7.09399976047588e-05,0.000426601771477332,Prelp,38,2.31394632381174,1.98391317199525,17.4521094418231,6.61896628160423,C2
Prepl,OK,negbinomial.size,6.90968792045624e-13,1.19622228426418e-11,Prepl,155,14.4365620813633,14.0202494258905,1.19362246341521,0.372601154937465,C1
Prickle1,OK,negbinomial.size,8.37623934726339e-14,1.59148547598004e-12,Prickle1,137,12.6773354801431,1.81700936648601,27.1823372689429,10.5529805403529,C2
Prickle2,OK,negbinomial.size,1.39866139904164e-18,3.95406188480717e-17,Prickle2,111,5.46125766019365,0.412965701794434,10.1196323077729,0.135585105283987,C2
Prim1,OK,negbinomial.size,4.41234241669395e-07,3.92231931623596e-06,Prim1,200,23.5202417880364,8.84131812533788,25.1705874233618,1.01280859348845,C2
Prim2,OK,negbinomial.size,0.000322763599853521,0.00165869284255527,Prim2,262,18.6890044024086,7.43888604479452,17.9225150042641,11.3026277091206,C1
Primpol,OK,negbinomial.size,0.000798539905054531,0.0036934983094989,Primpol,175,4.05452907139556,9.84634411224077,3.62640711957029,1.75278202658539,C3
Prkaa2,OK,negbinomial.size,9.05238621171812e-07,7.74207738306717e-06,Prkaa2,17,0.138284390442899,0.907710985649999,0.000402904631998984,3.38715205234539,C4
Prkag2,OK,negbinomial.size,0.0105027041922032,0.0330794035319075,Prkag2,108,1.25455981225321,2.77809996837818,0.647377961231906,9.7209253207451,C4
Prkar2a,OK,negbinomial.size,0.000686614618741799,0.00323040374574827,Prkar2a,234,10.1503697265578,5.36003986473385,9.40710991128629,0.460855476868202,C1
Prkar2b,OK,negbinomial.size,1.81309109029072e-13,3.33168438491565e-12,Prkar2b,183,7.31131608731159,7.63222052721631,21.4317759973776,99.6007215393091,C4
Prkcd,OK,negbinomial.size,3.76469317478925e-06,2.89971546750384e-05,Prkcd,218,7.94861622955441,15.6378302406241,4.4420271895298,38.0974733911462,C4
Prkcdbp,OK,negbinomial.size,0.0089328795355634,0.0288786628635563,Prkcdbp,110,4.24370685595764,9.78825775181613,40.2766656705942,13.332647495823,C2
Prkd1,OK,negbinomial.size,0.00704889234934185,0.0236427385370493,Prkd1,166,12.7229767363353,15.5399184297563,6.23432140995192,2.61401120700964,C3
Prkd3,OK,negbinomial.size,0.0126516444788399,0.0386092770892804,Prkd3,367,14.1591609721815,8.31546357968942,15.4200439541428,9.24390579381406,C2
Prkg1,OK,negbinomial.size,0.00322806796865205,0.0122841185413304,Prkg1,34,0.944954120609722,0.341054471135864,0.00901930925030966,0,C1
Prkg2,OK,negbinomial.size,2.98739095311966e-11,4.40169642955076e-10,Prkg2,59,1.65287718181342,5.15590564414775,0.000533934581115433,0.703530021568933,C3
Prlr,OK,negbinomial.size,1.45423783434985e-27,7.72969473687689e-26,Prlr,33,0.00075970544610295,0.332473311340183,1.96472447952924,5.88471875023362,C4
Prmt10,OK,negbinomial.size,0.0107380900905872,0.0337216925867245,Prmt10,120,4.18337118924059,6.9437077772079,1.12620753311578,3.71666985092514,C3
Prmt2,OK,negbinomial.size,0.00264219990896721,0.0103472259058091,Prmt2,274,29.5638129929022,48.1067136864499,36.9468190129203,76.0132951501874,C4
Prmt5,OK,negbinomial.size,0.000153361082166073,0.00085139559771351,Prmt5,328,41.4513822940544,31.1176063047849,12.4902391788568,32.767085384417,C1
Prmt7,OK,negbinomial.size,0.00071717483416364,0.00335211478628158,Prmt7,226,18.5600284328895,11.6161948241067,7.08373081130103,7.55655186244199,C1
Prnp,OK,negbinomial.size,4.42233924004012e-11,6.37719166419687e-10,Prnp,171,19.1980587924977,2.07541465904556,33.6031180221181,20.861727598348,C2
Procr,OK,negbinomial.size,0.00103376758563171,0.00463322385156121,Procr,22,1.25391559200529,4.83118898850178,0.0136097764843717,0.369924299561188,C3
Prokr1,OK,negbinomial.size,0.000132242338640215,0.00074456272655786,Prokr1,14,0.714104561786079,0.0017375284476806,1.21038331792867,0,C2
Prom1,OK,negbinomial.size,2.27908762669637e-20,7.34734439654019e-19,Prom1,87,14.6384118569321,0.848690835587425,6.1175663296396,0,C1
Pros1,OK,negbinomial.size,6.3062146508894e-05,0.000383712578308375,Pros1,91,3.36182873998498,3.36760742147723,16.9981895829485,12.0746854783507,C2
Proser1,OK,negbinomial.size,7.72907975661436e-05,0.000460700430534432,Proser1,153,9.37631751962223,4.12482482497109,0.470341124216629,4.03011592739147,C1
Prpf38b,OK,negbinomial.size,0.0100380386685118,0.0318734365324776,Prpf38b,483,39.3445756479605,63.5163153578461,37.7303760295007,48.148333444813,C3
Prpf4,OK,negbinomial.size,0.0108155801723702,0.0339153602528516,Prpf4,264,14.0374861525216,8.12589136691666,20.6654478514061,11.7235096670366,C2
Prpf6,OK,negbinomial.size,0.00157624871067482,0.00664763513620006,Prpf6,302,23.0246005449518,17.024788465387,9.28411901521024,5.89128621559187,C1
Prr11,OK,negbinomial.size,4.29375016623039e-05,0.000272071469892717,Prr11,81,5.91470576896066,0.411522590251184,2.76464714995116,1.64585547311825,C1
Prr13,OK,negbinomial.size,6.41552357388147e-15,1.33316445445618e-13,Prr13,311,24.2133318006064,103.701400409979,14.6338398180195,35.1608349541055,C3
Prr5l,OK,negbinomial.size,4.43934086427739e-05,0.000280605609519411,Prr5l,80,6.73466803944954,2.25852065958806,2.81284629346541,0.0317050285293477,C1
Prrg1,OK,negbinomial.size,6.15532589461134e-10,7.97340956519493e-09,Prrg1,131,3.89990493848102,0.562491440060467,6.94422777244677,2.46330944450249,C2
Prrg3,OK,negbinomial.size,6.23537181476316e-06,4.60951653179877e-05,Prrg3,94,3.17205237569931,3.12406372419134,15.0945212749658,1.51696275127355,C2
Prrg4,OK,negbinomial.size,0.0120351942930081,0.0370178632690012,Prrg4,11,1.09076694060555,0.00860932635445001,1.37155706856708,0.309253247587893,C2
Prrx1,OK,negbinomial.size,2.97225711609468e-12,4.90784894535634e-11,Prrx1,83,1.4213031956685,0.079629154207711,5.02122470574423,0.00458930080566463,C2
Prss23,OK,negbinomial.size,0.0012397181147397,0.00540559122369382,Prss23,78,11.7862964022229,3.49301050735585,3.26722469767138,11.9712639727461,C4
Prss35,OK,negbinomial.size,4.92967066818394e-43,5.46640981076294e-41,Prss35,130,16.1168755683064,16.313186334963,181.951462261595,6.56137149457,C2
Prtg,OK,negbinomial.size,5.08641820600332e-18,1.38322616033448e-16,Prtg,128,8.55264128404696,1.04661980808718,1.80337790585102,0,C1
Psap,OK,negbinomial.size,0.00322884278848154,0.0122841185413304,Psap,319,12.4716899475886,29.2455388081579,15.1192104255715,12.0858249512739,C3
Psat1,OK,negbinomial.size,0.0170631101326936,0.0495894228732123,Psat1,210,25.3974620326597,16.7149504748461,12.607427661583,11.4866396080944,C1
Psd2,OK,negbinomial.size,5.46409952428649e-13,9.51078649267891e-12,Psd2,19,3.7851429736304,0.000877823205967764,0.115696230901926,0,C1
Psd3,OK,negbinomial.size,0.0119276132143744,0.0367396764311536,Psd3,171,2.00289859780254,0.933177263851486,3.45416794129731,3.07449641112691,C2
Psd4,OK,negbinomial.size,1.95864202706881e-15,4.27017159223492e-14,Psd4,22,0.0425185908646282,0.200247927818769,0.00137361628911113,8.09744445188651,C4
Psen1,OK,negbinomial.size,2.11909481993798e-06,1.73176090653509e-05,Psen1,255,28.7132267486867,47.1542392568138,9.5399184698545,47.1972307193783,C4
Psma1,OK,negbinomial.size,0.000610562757152129,0.00290984392191472,Psma1,447,136.014346129396,112.036557844333,54.6402560676133,93.9791172144717,C1
Psma7,OK,negbinomial.size,0.000853440538946221,0.00391505194453111,Psma7,535,131.896580539342,121.041805104877,58.3262781032067,137.367793130795,C4
Psmb8,OK,negbinomial.size,2.13403975775679e-11,3.21430367728636e-10,Psmb8,14,0,2.49277925349672,4.32575851471869,3.39310699516916,C2
Psmb9,OK,negbinomial.size,3.72068672151754e-13,6.58310774400001e-12,Psmb9,20,0,1.31653365546622,0.481156089726585,8.96455573553061,C4
Psmc1,OK,negbinomial.size,0.000706638377062464,0.00331008355577366,Psmc1,486,217.71206230839,198.199640218086,106.986256375648,107.224306281475,C1
Psmc3,OK,negbinomial.size,0.00760800897820833,0.0252481474423875,Psmc3,470,110.284676956783,87.5068622595185,54.0055284373194,100.181894536108,C1
Psmc5,OK,negbinomial.size,0.000579454708095847,0.00277702157609422,Psmc5,411,178.635074521394,151.107511626356,80.4048494250408,86.1140407836566,C1
Psmd1,OK,negbinomial.size,0.000544184577103843,0.00262855659605209,Psmd1,449,45.7815471930636,25.2675221202668,27.22157277366,28.2731354533184,C1
Psmd2,OK,negbinomial.size,0.000109289103446545,0.000627582918586119,Psmd2,471,110.963997383471,96.5423128021455,44.788350190787,74.2004071642121,C1
Psmd4,OK,negbinomial.size,0.00134927955541836,0.00581043954514441,Psmd4,452,65.5908271941361,76.269215365499,34.2543737731419,104.550037674417,C4
Psme1,OK,negbinomial.size,2.49152754378108e-06,1.9980373314e-05,Psme1,426,35.5657837704402,78.1956129275921,25.2907226392211,74.9971081129761,C3
Psme2b,OK,negbinomial.size,0.00428181725469955,0.0155490704970195,Psme2b,476,99.1329817269581,171.554468901228,74.3217379259176,110.153754295802,C3
Psme3,OK,negbinomial.size,0.00799303555263804,0.0264168592789268,Psme3,223,16.912476654717,12.3837583117501,6.91890092533584,2.06314171524945,C1
Pspc1,OK,negbinomial.size,0.00448691737707187,0.0161848620923375,Pspc1,198,10.0931211405094,8.40089766829572,1.24358611819796,8.87525841983621,C1
Ptbp1,OK,negbinomial.size,5.64406365413882e-05,0.000347366463077453,Ptbp1,425,76.8619689842405,46.7781638422582,34.4241535099855,44.5005197485774,C1
Ptbp2,OK,negbinomial.size,4.40155616594375e-06,3.35211468102632e-05,Ptbp2,385,54.6232909103064,23.609592533607,40.7345957403513,13.477860760484,C1
Ptbp3,OK,negbinomial.size,0.000332965382853975,0.00170295575334023,Ptbp3,389,17.4855334287816,13.2139685255529,22.9440023041348,44.9467716898139,C4
Ptcd3,OK,negbinomial.size,0.000628393612303897,0.00298376782394427,Ptcd3,351,65.7016458716417,44.2757919583227,25.1870701131784,38.0611622412307,C1
Ptch1,OK,negbinomial.size,1.99400521077448e-16,4.7763294275963e-15,Ptch1,340,8.64958790205402,4.76594138365463,35.8648543832105,20.6871627073354,C2
Ptch2,OK,negbinomial.size,0.000133684899592874,0.000751568559205915,Ptch2,74,1.56919072210316,5.05431845192306,4.85512052913261,0.0522707663241082,C3
Ptdss2,OK,negbinomial.size,0.00179483301688187,0.00741391685810902,Ptdss2,200,9.28593251229602,7.96777103674605,2.15287208943202,1.65001844670757,C1
Pten,OK,negbinomial.size,0.0040701489406194,0.0149163559074376,Pten,423,10.6847797649324,10.487071416667,21.9804767534535,11.3867584190104,C2
Ptgds,OK,negbinomial.size,0.00395939620899348,0.014578964000812,Ptgds,17,1.44872268205623,3.25925746991663,0.00173844436992648,10.0351982164651,C4
Ptges,OK,negbinomial.size,2.6697353585296e-33,1.98501768305007e-31,Ptges,76,1.3934663909703,1.43447121283278,7.70486336610958,97.9181221676261,C4
Ptgfrn,OK,negbinomial.size,0.00683161302085151,0.0230340860516941,Ptgfrn,176,7.1222096582862,4.37682430476098,8.60798775512889,0.20756655403337,C2
Ptgis,OK,negbinomial.size,1.30757481744946e-07,1.24865143851911e-06,Ptgis,176,12.3608932021128,12.8683718791475,56.9184424679262,34.3190830707397,C2
Ptgr1,OK,negbinomial.size,1.04351095075111e-07,1.01226857914868e-06,Ptgr1,275,41.9298119888078,80.5986517419138,18.5897392916403,28.3742378169168,C3
Ptgs1,OK,negbinomial.size,1.12607589906288e-12,1.9134364979717e-11,Ptgs1,43,10.172449689894,1.56711195011504,0.206882187579845,0.00614920342434684,C1
Ptma,OK,negbinomial.size,0.00513309857805581,0.018234478599705,Ptma,563,460.312383731819,314.274471036257,300.218202753098,263.255153632972,C1
Ptn,OK,negbinomial.size,3.29437106013555e-47,4.32403009658403e-45,Ptn,322,145.590017487442,12.2502988052101,154.230261884484,6.48867145557356,C2
Ptp4a3,OK,negbinomial.size,0.00415209996468179,0.0151642424320562,Ptp4a3,77,0.953304270593233,1.54492644363749,7.16899423775436,0.240123951228561,C2
Ptplad1,OK,negbinomial.size,0.00432332816450576,0.0156827327072864,Ptplad1,425,68.3319035080401,107.917127370859,56.2666852592945,86.031012794597,C3
Ptpn1,OK,negbinomial.size,0.00772763993405022,0.0256253241741913,Ptpn1,219,5.89948344380447,6.97548056829584,6.52622470122164,26.3291899581107,C4
Ptpn13,OK,negbinomial.size,0.0119133018561074,0.0367131772340943,Ptpn13,360,25.7601921057425,16.6402968023302,14.0006608866968,17.0752641257212,C1
Ptpn14,OK,negbinomial.size,0.00167094162469715,0.00698969824991199,Ptpn14,183,3.87219695874139,1.93066752578127,1.75824167077076,0.193934959106865,C1
Ptpn23,OK,negbinomial.size,0.0136631008123158,0.041197885725488,Ptpn23,200,5.82037211227995,8.30709920979691,1.70512325781794,8.7613750277914,C4
Ptpn3,OK,negbinomial.size,0.000466014094574307,0.00229580210590169,Ptpn3,45,0.237100731947915,1.00830820489553,4.35863648093785,0.414895398534831,C2
Ptpn4,OK,negbinomial.size,1.70612400923041e-09,2.08809449388495e-08,Ptpn4,237,3.29557447877417,10.9150793695422,2.00311127998399,2.52056112559187,C3
Ptpn6,OK,negbinomial.size,2.49901407174158e-13,4.53382482437404e-12,Ptpn6,33,6.54654009614121,0.38122348683414,0.001554918480078,0.00280240091809823,C1
Ptpra,OK,negbinomial.size,7.96550838023664e-05,0.000472167439147391,Ptpra,378,22.5470137965543,23.3656418510304,63.1031844307818,27.5086122191073,C2
Ptpre,OK,negbinomial.size,0.000368346311089997,0.00185805435276495,Ptpre,47,0.288060344140918,1.51137684620134,0.179438949496508,7.45544718795175,C4
Ptprf,OK,negbinomial.size,1.05665955563113e-07,1.02277172880658e-06,Ptprf,428,22.948164093495,37.1466644208828,11.0724821533149,13.6745739710128,C3
Ptprk,OK,negbinomial.size,5.40619178807884e-05,0.000334486988792968,Ptprk,273,12.8065084917349,6.08406903824972,18.8962781713242,2.94556575334003,C2
Ptprs,OK,negbinomial.size,2.47431614226519e-07,2.2979876200691e-06,Ptprs,559,85.5764250930531,62.9609341598022,159.929801105064,53.5664388210965,C2
Ptpru,OK,negbinomial.size,2.27586088452247e-14,4.5246365622276e-13,Ptpru,22,2.42830051786611,0.031121602108103,0,0,C1
Ptprz1,OK,negbinomial.size,0.000165877159890966,0.000914564041010498,Ptprz1,26,1.77457009483405,0.0534142873768339,0.220910902216972,1.39345946466594,C1
Ptrf,OK,negbinomial.size,2.51065697261331e-26,1.2615070562002e-24,Ptrf,360,55.9825265385996,46.7446300988219,279.976396071618,94.1944934316142,C2
Ptrh1,OK,negbinomial.size,0.000148520040427222,0.000828094182928199,Ptrh1,31,3.72517406683862,10.1250651959994,0.0411904023307889,0,C3
Pttg1,OK,negbinomial.size,8.36235104757049e-05,0.000493870163107894,Pttg1,246,38.5793505734246,12.2648942099676,15.9650052438245,18.5878009165803,C1
Pttg1ip,OK,negbinomial.size,0.0101063635865263,0.0320350307573898,Pttg1ip,390,61.63444857017,81.6222803259185,109.211417453218,59.9947530069577,C2
Puf60,OK,negbinomial.size,0.00109858455847477,0.00487279075022794,Puf60,457,114.287607747595,106.290801072896,48.537923393996,143.133942934535,C4
Pura,OK,negbinomial.size,0.0124144037935338,0.0379573273107263,Pura,347,5.26777417057273,4.0699658530395,9.86927273990124,5.3239089039634,C2
Pus10,OK,negbinomial.size,0.00575523010927405,0.0200622018687241,Pus10,182,14.0286874369283,10.2493631478903,4.80533406117075,3.88297887274891,C1
Pus7l,OK,negbinomial.size,0.000344533665490053,0.00175444835281019,Pus7l,45,4.48126836207708,2.42807840344243,12.8978151005381,0.00686710853310667,C2
